GEO_COD,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,YEAR,
11060100101,0,0,0,0,0,0,0,[1946 - 1960],0
11060100102,2,15,6,10,10,0,4,[1946 - 1960],0
11060100103,2,13,1,3,3,0,9,[1946 - 1960],0
11060100104,0,2,1,0,0,0,1,[1946 - 1960],0
11060100105,1,19,2,6,4,0,4,[1946 - 1960],0
11060100106,0,8,6,2,7,1,2,[1946 - 1960],0
11060100107,2,15,12,6,2,2,0,[1946 - 1960],0
11060100108,29,2,0,2,1,0,6,[1946 - 1960],0
11060100109,0,4,3,1,1,0,3,[1946 - 1960],0
11060100110,2,15,5,15,16,0,9,[1946 - 1960],0
11060100111,0,1,1,1,5,0,10,[1946 - 1960],0
11060100112,0,2,1,1,1,0,5,[- 1945],0
11060100113,5,24,3,2,2,1,0,[1946 - 1960],0
11060100114,5,28,4,8,3,0,2,[1946 - 1960],0
11060100115,0,0,1,0,0,0,1,[1946 - 1960],0
11060100201,0,0,0,0,0,0,0,[- 1945],0
11060100202,2,37,7,19,18,1,19,[1946 - 1960],0
11060100203,41,173,62,57,31,1,2,[1961 - 1995],1
11060100204,25,98,24,27,14,1,3,[1961 - 1995],1
11060100301,0,0,0,0,0,0,0,[- 1945],0
11060100302,3,11,3,9,4,0,5,[1946 - 1960],0
11060100303,2,11,3,5,6,0,6,[1946 - 1960],0
11060100304,4,6,0,2,4,0,0,[1946 - 1960],0
11060100305,4,60,21,33,12,0,6,[1946 - 1960],0
11060100306,5,22,7,10,8,1,8,[1946 - 1960],0
11060100307,0,7,5,5,2,0,2,[1946 - 1960],0
11060100308,3,17,9,13,5,0,2,[1946 - 1960],0
11060100309,4,13,3,6,5,0,7,[1946 - 1960],0
11060100310,1,21,9,12,4,0,0,[1946 - 1960],0
11060100311,1,27,5,16,7,0,1,[1946 - 1960],0
11060100312,1,20,4,9,4,0,5,[1946 - 1960],0
11060100313,5,11,4,11,10,1,4,[1946 - 1960],0
11060100401,44,49,13,9,2,0,0,[1996 - ],1
11060100402,0,9,2,4,3,0,4,[- 1945],0
11060100403,33,100,45,46,19,1,5,[1961 - 1995],1
11060100404,0,10,2,2,2,0,0,[- 1945],0
11060100405,9,33,18,19,11,1,5,[- 1945],0
11060100406,2,14,8,13,8,1,6,[1961 - 1995],1
11060100407,5,34,11,13,19,2,7,[- 1945],0
11060100501,1,12,4,7,6,0,4,[1946 - 1960],0
11060100502,2,16,6,8,9,1,12,[1946 - 1960],0
11060100503,6,21,17,16,20,1,17,[1946 - 1960],0
11060100504,2,14,10,13,12,3,10,[1946 - 1960],0
11060100505,1,14,3,7,7,0,8,[1946 - 1960],0
11060100506,0,11,5,2,6,1,6,[1946 - 1960],0
11060100507,0,15,15,21,22,4,100,[1946 - 1960],0
11060100508,0,0,0,0,0,0,0,[- 1945],0
11060100601,10,57,22,25,11,1,4,[1961 - 1995],1
11060100602,0,0,1,2,2,1,5,[1946 - 1960],0
11060100603,1,1,5,6,0,0,17,[1946 - 1960],0
11060100604,0,4,4,3,3,2,8,[1946 - 1960],0
11060100605,0,10,2,12,4,0,3,[1946 - 1960],0
11060100606,0,0,0,0,0,0,0,[- 1945],0
11060100607,1,3,2,3,2,0,3,[1946 - 1960],0
11060100608,0,2,3,3,7,0,2,[1946 - 1960],0
11060100609,0,5,2,4,4,0,4,[1946 - 1960],0
11060100610,0,3,1,6,5,0,3,[1946 - 1960],0
11060100611,1,5,2,6,3,0,1,[1946 - 1960],0
11060100612,0,2,3,2,5,0,5,[1946 - 1960],0
11060100613,0,6,1,3,2,0,3,[1961 - 1995],1
11060100614,0,1,0,3,6,0,10,[1946 - 1960],0
11060100615,0,5,1,0,0,0,4,[1946 - 1960],0
11060100616,0,2,3,1,4,1,3,[1946 - 1960],0
11060100617,0,2,1,2,1,0,2,[1946 - 1960],0
11060100618,0,1,2,3,0,0,1,[1946 - 1960],0
11060100619,0,5,2,1,3,0,7,[1946 - 1960],0
11060100620,0,0,0,0,1,0,0,[1946 - 1960],0
11060100621,0,2,0,4,3,0,5,[1946 - 1960],0
11060100622,0,3,2,3,2,1,9,[1946 - 1960],0
11060100701,24,107,38,40,29,0,23,[- 1945],0
11060100702,49,189,70,80,31,1,7,[1961 - 1995],1
11060100801,5,19,17,8,3,1,2,[1996 - ],1
11060100802,10,46,10,10,7,0,6,[1961 - 1995],1
11060100803,1,53,17,22,20,1,20,[1961 - 1995],1
11060100804,3,13,8,11,4,1,5,[- 1945],0
11060100901,3,21,11,10,8,0,5,[- 1945],0
11060100902,27,80,36,34,19,0,2,[1946 - 1960],0
11060100903,2,25,16,12,4,0,1,[1961 - 1995],1
11060100904,2,17,12,7,3,0,3,[1961 - 1995],1
11060100905,19,74,22,32,11,1,0,[1946 - 1960],0
11060100906,16,49,34,28,21,1,1,[1996 - ],1
11060101001,0,0,0,0,0,0,0,[- 1945],0
11060101002,2,35,16,24,11,0,6,[1996 - ],1
11060101003,1,6,1,1,3,1,1,[- 1945],0
11060101004,7,36,14,26,13,1,17,[- 1945],0
11060101005,0,3,0,0,1,0,0,[- 1945],0
11060101006,1,8,4,5,5,1,7,[- 1945],0
11060101007,1,1,2,1,6,0,2,[- 1945],0
11060101008,0,7,0,1,5,1,2,[- 1945],0
11060101009,3,24,13,15,5,0,0,[- 1945],0
11060101010,0,1,0,1,8,0,3,[1961 - 1995],1
11060101011,0,0,0,1,1,0,0,[- 1945],0
11060101012,1,13,1,3,5,1,3,[- 1945],0
11060101013,0,1,0,1,1,1,0,[- 1945],0
11060101014,0,8,9,5,0,0,0,[- 1945],0
11060101101,5,32,12,16,15,0,6,[- 1945],0
11060101102,6,40,12,18,19,0,6,[- 1945],0
11060101103,1,5,6,16,9,2,12,[1996 - ],1
11060101104,1,15,5,21,21,0,15,[1961 - 1995],1
11060101105,1,25,10,4,2,1,3,[- 1945],0
11060101201,7,57,18,25,19,1,3,[- 1945],0
11060101202,17,28,16,18,14,1,19,[1961 - 1995],1
11060101203,0,0,0,0,0,0,0,[- 1945],0
11060101204,0,15,4,12,14,0,17,[- 1945],0
11060101205,2,8,2,2,2,0,4,[- 1945],0
11060101206,1,24,7,6,9,0,2,[- 1945],0
11060101301,2,4,0,2,0,0,0,[- 1945],0
11060101302,0,2,0,0,3,0,2,[1946 - 1960],0
11060101303,3,70,35,51,46,2,64,[1961 - 1995],1
11060101304,3,68,20,41,59,2,38,[1961 - 1995],1
11060101401,8,113,42,82,78,7,68,[1961 - 1995],1
11060101402,1,44,20,25,40,1,42,[1961 - 1995],1
11060101403,0,2,0,2,2,0,1,[- 1945],0
11060101501,8,47,21,16,12,0,4,[- 1945],0
11060101502,0,4,6,7,10,1,10,[- 1945],0
11060101503,2,17,8,13,15,2,13,[- 1945],0
11060101504,3,20,11,17,7,0,16,[- 1945],0
11060101601,6,97,27,80,106,6,120,[1961 - 1995],1
11060101701,11,60,35,31,30,4,33,[- 1945],0
11060101702,0,5,4,2,2,0,0,[- 1945],0
11060101703,2,30,13,28,21,4,26,[1946 - 1960],0
11060101704,0,3,2,2,2,2,6,[- 1945],0
11060101801,2,19,10,15,13,1,3,[- 1945],0
11060101802,1,3,3,3,2,0,3,[- 1945],0
11060101803,0,10,3,0,3,1,4,[- 1945],0
11060101804,2,9,4,4,1,2,1,[- 1945],0
11060101805,2,6,2,4,3,0,1,[- 1945],0
11060101806,0,19,12,11,9,0,14,[- 1945],0
11060101807,6,24,9,7,4,0,3,[- 1945],0
11060101808,5,20,7,6,3,1,8,[- 1945],0
11060101809,1,9,4,5,10,0,18,[1946 - 1960],0
11060101901,7,147,57,92,92,4,101,[1946 - 1960],0
11060102001,16,152,66,107,73,1,52,[- 1945],0
11060102101,3,28,17,11,7,1,14,[1961 - 1995],1
11060102102,6,36,7,19,21,0,19,[1946 - 1960],0
11060102103,1,35,9,15,16,0,24,[1961 - 1995],1
11060102104,4,15,6,24,5,1,9,[1946 - 1960],0
11060102105,0,10,0,2,5,0,6,[1946 - 1960],0
11060102201,4,47,21,30,25,3,18,[- 1945],0
11060102202,0,12,6,18,13,1,12,[- 1945],0
11060102203,4,29,15,32,24,0,20,[- 1945],0
11060102204,1,5,1,2,3,0,3,[- 1945],0
11060102205,1,17,8,9,8,0,4,[- 1945],0
11060102206,0,6,7,5,0,0,0,[- 1945],0
11060102301,4,35,9,27,22,1,56,[1946 - 1960],0
11060102302,9,70,20,40,46,5,84,[- 1945],0
11060102401,5,87,46,69,66,1,55,[- 1945],0
11060102501,0,10,5,16,9,1,24,[- 1945],0
11060102502,2,18,6,10,11,1,24,[- 1945],0
11060102503,0,3,1,1,3,1,5,[- 1945],0
11060102504,1,9,8,9,3,0,8,[- 1945],0
11060102505,0,4,0,2,1,0,3,[- 1945],0
11060102506,5,60,12,33,33,0,63,[- 1945],0
11060102507,0,1,2,1,4,0,5,[- 1945],0
11060102508,0,0,0,0,0,0,0,[- 1945],0
11060102601,1,7,3,2,2,2,4,[- 1945],0
11060102602,1,18,5,7,4,0,2,[- 1945],0
11060102603,0,38,16,17,22,2,19,[- 1945],0
11060102604,0,16,4,7,4,0,9,[- 1945],0
11060102605,1,0,2,1,3,0,2,[- 1945],0
11060102606,1,33,17,21,15,0,9,[- 1945],0
11060102701,15,124,45,60,52,8,69,[- 1945],0
11060102702,0,0,0,0,0,0,0,[- 1945],0
11060102703,1,4,2,4,3,1,2,[- 1945],0
11060102801,0,1,0,4,3,0,0,[- 1945],0
11060102802,7,44,9,20,19,3,33,[- 1945],0
11060102803,7,84,29,39,46,3,64,[1946 - 1960],0
11060102901,4,40,16,18,20,2,20,[1961 - 1995],1
11060102902,3,34,12,8,9,1,10,[- 1945],0
11060102903,4,11,6,2,3,0,0,[1946 - 1960],0
11060102904,10,43,15,21,28,0,61,[1946 - 1960],0
11060103001,9,134,33,88,84,2,113,[1946 - 1960],0
11060200101,1,8,4,10,8,1,5,[1946 - 1960],0
11060200102,0,10,1,4,5,1,0,[- 1945],0
11060200103,7,80,19,30,15,4,8,[1946 - 1960],0
11060200104,0,1,0,0,0,0,0,[1946 - 1960],0
11060200105,0,7,6,11,7,1,8,[- 1945],0
11060200106,3,12,4,8,7,0,5,[- 1945],0
11060200107,0,2,2,4,5,1,5,[- 1945],0
11060200108,1,6,5,5,3,0,2,[- 1945],0
11060200109,0,9,6,12,6,0,11,[- 1945],0
11060200110,0,0,0,0,0,0,0,[- 1945],0
11060200111,0,4,1,7,1,0,3,[- 1945],0
11060200112,0,2,1,3,6,0,1,[- 1945],0
11060200113,0,4,0,2,0,0,2,[- 1945],0
11060200114,0,2,5,3,7,0,3,[- 1945],0
11060200115,0,1,1,1,0,0,3,[- 1945],0
11060200116,1,3,1,0,3,0,2,[- 1945],0
11060200117,0,3,1,3,2,0,1,[- 1945],0
11060200118,0,0,0,0,0,0,0,[- 1945],0
11060200119,0,6,2,0,2,0,0,[- 1945],0
11060200120,0,2,0,2,0,0,0,[- 1945],0
11060200201,1,12,3,2,1,0,1,[- 1945],0
11060200202,0,0,0,0,0,0,0,[- 1945],0
11060200203,20,57,37,30,14,0,1,[1996 - ],1
11060200204,29,98,43,46,8,0,1,[1996 - ],1
11060200205,16,28,17,20,7,1,4,[- 1945],0
11060200301,14,76,34,54,22,1,10,[- 1945],0
11060200302,5,39,23,18,17,0,4,[- 1945],0
11060200303,13,62,19,35,20,1,5,[- 1945],0
11060200401,3,38,10,17,16,0,5,[- 1945],0
11060200402,9,30,11,24,14,2,5,[1946 - 1960],0
11060200403,2,11,0,5,2,0,6,[1961 - 1995],1
11060200404,4,40,18,35,13,0,2,[1946 - 1960],0
11060200405,3,11,4,5,14,1,3,[1961 - 1995],1
11060200406,4,17,5,10,5,0,5,[1961 - 1995],1
11060200501,10,53,19,40,30,1,16,[- 1945],0
11060200502,4,65,33,19,23,1,5,[- 1945],0
11060200503,6,48,18,23,19,1,8,[- 1945],0
11060200504,7,26,7,13,7,2,1,[- 1945],0
11060200505,3,10,8,12,8,0,10,[- 1945],0
11060200601,3,18,8,17,30,1,38,[1961 - 1995],1
11060200602,3,41,14,30,32,1,47,[- 1945],0
11060200603,1,24,9,20,18,0,23,[1961 - 1995],1
11060200701,0,6,3,6,4,1,13,[- 1945],0
11060200702,16,45,34,45,38,1,50,[- 1945],0
11060200703,2,10,3,9,17,1,8,[- 1945],0
11060200704,0,22,12,19,28,0,50,[- 1945],0
11060200705,6,9,3,13,8,1,23,[- 1945],0
11060200801,0,4,0,3,3,0,3,[1961 - 1995],1
11060200802,5,60,32,63,37,3,44,[- 1945],0
11060200803,0,19,12,29,31,5,66,[- 1945],0
11060200901,1,0,3,4,2,0,4,[- 1945],0
11060200902,0,13,8,19,27,4,183,[1996 - ],1
11060200903,0,9,3,3,1,1,5,[- 1945],0
11060200904,1,10,3,6,9,0,5,[- 1945],0
11060200905,2,17,5,10,11,0,69,[- 1945],0
11060201001,8,92,28,67,61,4,103,[1946 - 1960],0
11060201101,1,40,18,39,38,2,97,[1961 - 1995],1
11060201102,3,37,10,27,22,3,47,[1961 - 1995],1
11060201201,20,154,59,79,81,8,50,[- 1945],0
11060201202,5,25,10,7,9,1,4,[- 1945],0
11060201203,0,0,0,0,0,0,0,[- 1945],0
11060201301,3,46,19,38,45,3,60,[- 1945],0
11060201302,22,59,17,27,43,2,79,[- 1945],0
11060201303,0,0,0,0,0,0,0,[- 1945],0
11060201304,0,0,0,0,0,0,0,[- 1945],0
11060201305,0,3,3,1,0,0,1,[- 1945],0
11060201306,2,9,2,1,1,0,7,[- 1945],0
11060201401,2,42,21,13,28,4,28,[- 1945],0
11060201402,1,23,12,5,19,1,39,[- 1945],0
11060201403,1,5,2,9,11,1,42,[- 1945],0
11060201404,0,0,0,0,0,0,0,[- 1945],0
11060201405,1,20,13,12,18,3,37,[1961 - 1995],1
11060201501,6,87,49,85,118,4,350,[- 1945],0
11060201601,3,25,14,28,28,4,59,[1961 - 1995],1
11060201602,0,19,12,14,27,5,79,[1961 - 1995],1
11060201603,1,29,16,21,32,0,63,[- 1945],0
11060201701,1,32,10,28,47,2,56,[- 1945],0
11060201702,0,0,0,0,0,0,0,[- 1945],0
11060201703,6,41,23,39,35,3,68,[- 1945],0
11060201801,6,19,15,12,15,1,16,[- 1945],0
11060201802,9,99,43,72,72,1,42,[- 1945],0
11060201901,9,68,14,22,30,1,29,[- 1945],0
11060201902,5,54,23,45,39,3,49,[1961 - 1995],1
11060201903,4,18,4,7,7,0,6,[1961 - 1995],1
11060202001,2,42,17,34,33,3,27,[- 1945],0
11060202002,0,2,0,0,0,0,2,[1946 - 1960],0
11060202003,2,35,16,39,31,5,72,[- 1945],0
11060202004,0,13,6,24,30,1,44,[1996 - ],1
11060202005,0,3,1,0,1,0,6,[1961 - 1995],1
11060202006,0,0,0,0,0,0,0,[- 1945],0
11060202007,0,0,0,0,0,0,0,[- 1945],0
11060202101,7,35,5,25,22,2,39,[- 1945],0
11060202102,11,66,23,27,27,0,28,[- 1945],0
11060202103,8,55,24,30,30,0,43,[- 1945],0
11060202201,1,37,14,30,36,5,61,[- 1945],0
11060202202,6,72,22,38,36,4,25,[- 1945],0
11060202301,12,164,72,114,93,8,106,[1961 - 1995],1
11060202401,2,62,26,48,53,8,114,[- 1945],0
11060202402,7,25,7,14,9,0,2,[- 1945],0
11060202403,0,6,0,7,6,1,26,[1961 - 1995],1
11060202404,2,14,6,1,4,1,4,[- 1945],0
11060202501,6,91,35,67,93,6,132,[1961 - 1995],1
11060202502,2,12,3,3,1,1,9,[1946 - 1960],0
11060202601,0,6,3,5,11,1,37,[1996 - ],1
11060202602,3,46,17,25,27,2,26,[- 1945],0
11060202603,5,31,11,27,30,4,39,[- 1945],0
11060202701,3,32,13,23,42,8,66,[1946 - 1960],0
11060202702,3,26,6,15,23,1,46,[- 1945],0
11060300101,4,14,12,11,1,0,0,[1946 - 1960],0
11060300102,0,0,0,0,0,0,0,[- 1945],0
11060300103,5,39,23,32,10,0,2,[1996 - ],1
11060300201,0,0,0,1,7,0,22,[1996 - ],1
11060300202,2,39,12,39,45,1,129,[1946 - 1960],0
11060300203,0,14,5,9,15,3,68,[1946 - 1960],0
11060300204,11,44,22,27,48,6,116,[1946 - 1960],0
11060300301,2,64,33,58,87,4,253,[1961 - 1995],1
11060300401,0,10,12,28,36,1,139,[1961 - 1995],1
11060300402,0,0,0,0,0,0,0,[- 1945],0
11060300403,1,26,28,45,106,5,213,[1961 - 1995],1
11060300501,3,63,34,79,83,6,236,[1961 - 1995],1
11060300601,2,26,19,34,77,7,276,[1996 - ],1
11060300701,0,13,16,32,52,3,148,[1961 - 1995],1
11060300702,2,26,7,15,20,0,20,[- 1945],0
11060300801,39,129,66,80,38,2,10,[1996 - ],1
11060300802,11,76,25,25,14,1,3,[1961 - 1995],1
11060300803,26,98,39,43,14,1,2,[1961 - 1995],1
11060300804,38,108,50,58,17,1,1,[1996 - ],1
11060300901,0,50,32,34,42,7,95,[1961 - 1995],1
11060300902,0,1,0,0,0,0,0,[1996 - ],1
11060300903,4,57,10,28,31,4,45,[1961 - 1995],1
11060301001,5,45,14,58,55,4,87,[1946 - 1960],0
11060301002,1,38,21,39,54,1,92,[1946 - 1960],0
11060301101,2,24,8,24,27,0,38,[1961 - 1995],1
11060301102,5,34,17,15,15,1,7,[1961 - 1995],1
11060301103,6,34,20,38,44,2,63,[1996 - ],1
11060301201,8,53,15,50,64,7,91,[- 1945],0
11060301202,9,77,21,43,54,1,53,[- 1945],0
11060301301,3,44,24,47,91,6,194,[1961 - 1995],1
11060301401,0,0,0,0,0,0,0,[- 1945],0
11060301402,0,10,7,11,20,0,36,[1996 - ],1
11060301403,17,129,33,30,38,4,22,[1961 - 1995],1
11060301404,0,9,6,15,15,1,29,[1996 - ],1
11060301501,1,15,8,12,11,1,13,[- 1945],0
11060301502,2,54,26,43,51,1,61,[- 1945],0
11060301503,2,31,13,24,26,1,37,[- 1945],0
11060301601,0,0,0,0,0,0,0,[- 1945],0
11060301602,4,25,19,45,85,8,174,[1961 - 1995],1
11060301701,4,28,7,24,35,5,89,[1946 - 1960],0
11060301702,0,22,11,23,25,2,81,[- 1945],0
11060301801,2,13,9,18,26,4,60,[1946 - 1960],0
11060301802,1,15,14,28,31,2,78,[- 1945],0
11060301803,3,28,22,33,38,4,61,[- 1945],0
11060301901,3,36,16,40,37,3,72,[- 1945],0
11060301902,4,45,13,22,33,1,45,[- 1945],0
11060301903,12,48,9,7,4,1,5,[- 1945],0
11060301904,0,0,0,0,0,0,0,[- 1945],0
11060400101,10,68,42,107,162,9,289,[1961 - 1995],1
11060400201,9,83,53,107,139,6,344,[1946 - 1960],0
11060400301,1,12,4,25,21,1,48,[1961 - 1995],1
11060400302,2,48,15,40,65,2,97,[1946 - 1960],0
11060400401,5,47,23,48,67,1,171,[1946 - 1960],0
11060400402,2,17,11,25,32,1,96,[1946 - 1960],0
11060400501,0,7,5,10,19,2,69,[1961 - 1995],1
11060400502,1,12,21,31,34,1,131,[1961 - 1995],1
11060400503,0,1,4,5,2,1,23,[1961 - 1995],1
11060400601,0,4,2,5,10,0,19,[1961 - 1995],1
11060400602,1,11,13,28,26,0,82,[1961 - 1995],1
11060400603,0,2,2,7,6,0,9,[1961 - 1995],1
11060400604,4,31,11,26,51,1,94,[1961 - 1995],1
11060400701,3,108,43,85,100,5,233,[1946 - 1960],0
11060400801,5,82,41,70,105,3,210,[1946 - 1960],0
11060400901,3,33,12,36,44,3,59,[1946 - 1960],0
11060401001,6,61,35,85,91,4,250,[1946 - 1960],0
11060401101,3,58,24,38,46,5,77,[1946 - 1960],0
11060401102,2,26,15,21,34,4,99,[1946 - 1960],0
11060401201,4,22,8,24,30,2,69,[1946 - 1960],0
11060401202,2,29,26,38,42,0,85,[1946 - 1960],0
11060401203,0,0,0,1,0,0,0,[1946 - 1960],0
11060401301,2,32,9,25,34,0,108,[1946 - 1960],0
11060401302,1,47,21,38,45,2,133,[1946 - 1960],0
11060401401,0,12,1,8,11,0,23,[1961 - 1995],1
11060401402,5,70,32,47,53,2,135,[1946 - 1960],0
11060401501,4,42,37,49,58,3,165,[1946 - 1960],0
11060401502,2,33,10,28,37,2,56,[1961 - 1995],1
11060401601,1,13,5,12,12,2,49,[1946 - 1960],0
11060401602,1,11,4,23,20,0,32,[1946 - 1960],0
11060401603,0,10,3,16,11,2,35,[1946 - 1960],0
11060401604,0,16,10,11,16,0,51,[1946 - 1960],0
11060401701,6,55,40,50,62,7,124,[1946 - 1960],0
11060401702,1,14,5,5,6,0,18,[1946 - 1960],0
11060500101,0,0,0,0,0,0,0,[- 1945],0
11060500102,0,0,0,0,0,0,0,[- 1945],0
11060500103,0,4,10,26,38,5,22,[1996 - ],1
11060500104,0,0,0,0,0,0,0,[- 1945],0
11060500105,0,16,11,23,27,2,18,[1961 - 1995],1
11060500106,1,13,15,31,36,2,21,[1996 - ],1
11060500107,2,16,10,16,15,1,4,[1996 - ],1
11060500108,2,8,15,9,12,0,1,[1961 - 1995],1
11060500201,1,7,17,25,32,2,26,[1996 - ],1
11060500202,5,27,4,25,16,0,5,[1961 - 1995],1
11060500301,4,32,18,32,13,2,3,[1961 - 1995],1
11060500401,1,31,8,10,13,1,4,[1946 - 1960],0
11060500402,16,66,34,31,23,2,6,[1946 - 1960],0
11060500403,6,37,18,16,10,0,3,[1961 - 1995],1
11060500501,11,68,47,62,50,5,50,[1961 - 1995],1
11060500502,12,42,10,18,4,1,1,[1996 - ],1
11060500503,12,35,23,11,6,0,0,[1996 - ],1
11060500504,12,51,27,17,7,0,1,[1996 - ],1
11060500505,13,46,25,24,8,0,2,[1996 - ],1
11060500601,28,66,43,19,7,0,3,[1996 - ],1
11060500602,34,94,32,23,5,0,2,[1996 - ],1
11060500603,0,6,2,7,6,0,0,[1961 - 1995],1
11060500604,1,15,3,2,10,0,6,[1961 - 1995],1
11060500701,0,15,11,38,34,3,24,[1996 - ],1
11060500702,53,119,65,44,16,0,1,[1996 - ],1
11060500703,0,2,6,15,26,6,31,[1996 - ],1
11060500801,8,47,45,46,53,9,57,[1996 - ],1
11060500802,1,7,7,13,9,0,3,[1961 - 1995],1
11060500803,21,67,48,55,47,4,34,[1996 - ],1
11060500901,3,12,8,2,0,0,1,[1946 - 1960],0
11060500902,3,20,19,38,20,1,19,[1946 - 1960],0
11060500903,0,7,7,3,1,0,0,[1946 - 1960],0
11060500904,0,0,0,0,0,0,0,[- 1945],0
11060501001,20,36,19,8,4,0,0,[1996 - ],1
11060501002,2,12,6,13,9,1,2,[1961 - 1995],1
11060501003,18,35,26,12,2,0,1,[1996 - ],1
11060501004,3,38,10,12,15,1,5,[1961 - 1995],1
11060501005,2,21,16,16,12,0,1,[1961 - 1995],1
11060501006,1,5,2,6,1,1,0,[1961 - 1995],1
11060501007,0,17,13,10,5,1,2,[1961 - 1995],1
11060501008,0,10,1,10,6,0,5,[1961 - 1995],1
11060501101,2,23,18,35,24,4,4,[1961 - 1995],1
11060501102,22,88,43,42,12,2,1,[1996 - ],1
11060501103,4,1,3,1,1,0,0,[- 1945],0
11060501104,17,40,8,12,2,1,3,[1996 - ],1
11060501105,12,46,27,34,11,1,1,[1996 - ],1
11060501201,4,50,21,28,15,0,7,[1961 - 1995],1
11060501202,0,8,8,8,4,0,3,[1961 - 1995],1
11060501203,22,81,60,60,42,7,23,[1996 - ],1
11060501204,0,20,12,34,22,2,15,[1961 - 1995],1
11060501205,5,23,12,11,8,0,1,[1961 - 1995],1
11060501301,2,21,20,31,47,4,24,[1996 - ],1
11060501302,5,42,20,19,14,0,6,[1961 - 1995],1
11060501303,0,21,7,6,6,0,0,[1961 - 1995],1
11060501304,4,15,7,2,0,0,2,[1996 - ],1
11060501305,0,6,1,4,1,1,1,[1961 - 1995],1
11060501401,0,9,4,0,0,0,0,[1961 - 1995],1
11060501402,3,10,8,6,3,0,1,[1961 - 1995],1
11060501403,0,2,0,1,1,1,2,[1961 - 1995],1
11060501404,1,56,38,72,96,3,108,[1961 - 1995],1
11060501501,7,29,12,11,10,1,2,[- 1945],0
11060501502,2,18,2,4,2,0,1,[1946 - 1960],0
11060501503,2,27,11,13,6,0,6,[1946 - 1960],0
11060501504,7,29,22,27,25,1,64,[- 1945],0
11060501505,1,21,21,30,39,4,119,[1996 - ],1
11060501506,0,6,0,3,4,0,3,[- 1945],0
11060501601,0,0,2,5,5,0,10,[1996 - ],1
11060501602,2,21,14,22,35,2,77,[1946 - 1960],0
11060501603,1,12,12,8,35,0,68,[1996 - ],1
11060501604,4,43,9,21,15,1,16,[1961 - 1995],1
11060501605,0,52,20,22,21,1,25,[1961 - 1995],1
11060501701,0,22,19,26,45,5,134,[1996 - ],1
11060501702,1,27,13,29,59,5,134,[1996 - ],1
11060501801,2,12,0,9,24,1,27,[1961 - 1995],1
11060501802,2,31,16,21,22,0,14,[1961 - 1995],1
11060501803,3,56,19,24,38,3,24,[1961 - 1995],1
11060501804,2,25,9,15,20,1,17,[1961 - 1995],1
11060501901,23,127,37,79,76,2,116,[1961 - 1995],1
11060502001,1,10,3,19,29,0,108,[1961 - 1995],1
11060502002,0,0,0,0,0,0,0,[- 1945],0
11060502003,0,13,13,31,51,2,143,[1961 - 1995],1
11060502101,2,32,15,41,70,2,156,[1961 - 1995],1
11060502102,1,1,6,3,2,0,2,[1961 - 1995],1
11060502201,2,12,15,28,53,3,110,[1961 - 1995],1
11060502202,3,24,12,35,64,6,250,[1996 - ],1
11060600101,8,37,16,35,45,3,93,[- 1945],0
11060600102,4,39,11,32,36,3,42,[- 1945],0
11060600201,5,38,26,35,36,3,39,[- 1945],0
11060600202,4,40,24,31,53,2,64,[- 1945],0
11060600301,22,68,40,51,57,3,100,[1946 - 1960],0
11060600302,5,26,29,29,32,6,58,[1946 - 1960],0
11060600303,0,2,2,7,3,0,7,[1946 - 1960],0
11060600401,7,59,27,51,72,9,104,[- 1945],0
11060600501,10,56,34,51,62,1,74,[1961 - 1995],1
11060600601,8,55,17,28,30,2,36,[- 1945],0
11060600602,2,21,13,12,23,1,21,[1946 - 1960],0
11060600603,1,3,3,3,1,0,0,[- 1945],0
11060600604,4,12,9,10,5,1,3,[- 1945],0
11060600605,1,6,4,5,4,0,1,[- 1945],0
11060600701,4,30,10,22,34,5,31,[- 1945],0
11060600702,5,43,21,27,32,1,46,[- 1945],0
11060600703,0,6,1,17,9,0,13,[- 1945],0
11060600704,4,28,7,20,21,1,29,[- 1945],0
11060600801,4,28,10,22,29,1,29,[- 1945],0
11060600802,6,64,26,52,52,5,82,[1961 - 1995],1
11060600803,0,1,0,2,0,0,0,[- 1945],0
11060600901,1,8,5,7,12,3,12,[- 1945],0
11060600902,4,40,12,42,49,7,76,[- 1945],0
11060600903,16,53,23,50,68,6,83,[- 1945],0
11060601001,2,53,17,41,63,6,45,[- 1945],0
11060601002,4,59,21,58,57,7,60,[- 1945],0
11060601101,16,92,45,60,90,4,103,[- 1945],0
11060601201,14,41,18,15,15,2,15,[- 1945],0
11060601202,6,59,30,46,76,5,110,[- 1945],0
11060601301,3,22,10,13,12,0,11,[- 1945],0
11060601302,9,65,32,51,51,2,46,[- 1945],0
11060601303,3,26,11,27,26,1,33,[- 1945],0
11060601401,1,44,21,18,25,2,38,[- 1945],0
11060601402,16,67,39,43,54,7,34,[- 1945],0
11060601403,0,11,6,11,12,1,15,[1946 - 1960],0
11060601501,11,136,46,102,114,7,127,[- 1945],0
11060601502,0,2,1,1,2,0,9,[- 1945],0
