GEO_COD,N_INDIVIDUOS_RESIDENT,N_INDIVIDUOS_RESIDENT_20A64,N_INDIVIDUOS_RESIDENT_65,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,N_IND_RESID_DESEMP_PROC_EMPRG,N_IND_RESID_EMPREGADOS,N_IND_RESID_PENS_REFORM,N_IND_RESID_SEM_ACT_ECON
11060901802,97,44,37,1,3,5,18,18,0,45,4,31,34,50
11060901901,517,289,134,4,42,32,48,92,7,236,15,226,128,201
11061000101,10,6,3,0,3,0,3,2,0,2,0,5,3,5
11061000102,470,344,42,0,21,20,39,67,2,283,7,274,52,130
11061000201,256,147,79,1,32,17,31,54,1,105,13,101,84,119
11061000202,132,81,35,4,30,20,23,16,0,30,6,59,36,51
11061000301,22,15,5,0,8,2,2,2,0,7,2,11,4,8
11061000302,362,215,58,25,127,64,63,34,0,4,42,127,69,139
11061000303,143,79,23,4,37,34,25,13,1,5,13,49,31,52
11061000304,18,6,11,0,9,2,1,3,0,1,0,4,12,14
11061000401,167,121,14,0,8,4,4,19,1,100,6,103,17,28
11061000402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061000403,7,4,0,0,0,2,1,0,0,2,0,2,0,2
11061000404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061000405,76,47,21,1,10,5,7,23,1,25,3,35,19,33
11061000501,339,231,57,1,18,11,41,38,6,184,13,192,58,88
11061000601,105,64,15,6,32,22,17,8,0,5,12,30,21,43
11061000602,89,31,47,4,23,8,14,15,0,16,3,20,45,57
11061000603,76,41,19,7,31,10,12,7,0,0,2,28,20,36
11061000604,39,21,15,3,20,5,4,2,0,2,3,13,16,19
11061000701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061000702,23,9,13,2,5,2,0,2,0,11,2,7,10,13
11061000703,670,619,10,28,124,169,181,98,6,27,1,81,3,585
11061000704,356,234,45,2,29,20,27,46,3,181,9,200,44,86
11061000801,186,104,48,6,65,26,33,20,0,8,12,71,54,74
11061000802,30,18,9,0,6,7,9,4,0,4,0,10,12,17
11061000803,50,25,16,1,12,7,6,10,0,7,1,23,12,18
11061000804,157,104,28,11,41,36,31,17,0,5,19,60,33,59
11061000901,180,105,43,11,57,25,33,21,0,12,9,77,54,66
11061000902,28,19,7,2,5,2,6,8,0,2,2,13,7,11
11061000903,20,13,7,0,6,3,3,7,0,1,2,9,7,9
11061000904,16,3,8,0,7,3,2,0,0,2,0,3,7,11
11061000905,31,15,11,3,6,4,8,4,1,2,1,8,14,18
11061000906,25,9,12,0,8,1,8,0,0,4,0,7,12,14
11061000907,3,2,0,0,0,1,1,0,0,0,0,1,0,1
11061000908,12,8,1,0,2,1,1,3,0,4,1,5,2,2
11061000909,34,14,9,0,5,6,7,5,0,6,0,13,7,13
11061000910,15,11,1,0,0,1,4,6,0,3,1,10,1,2
11061000911,14,3,10,2,4,1,3,1,0,2,0,3,10,11
11061000912,19,9,9,0,8,1,3,2,0,3,1,9,7,9
11061000913,14,11,0,0,2,2,1,4,0,3,1,9,0,2
11061000914,116,62,29,11,51,16,17,8,0,2,13,31,32,55
11061001001,164,79,67,12,75,15,19,15,1,5,5,54,76,89
11061001101,24,15,1,0,9,5,5,1,0,2,4,6,2,9
11061001102,32,20,7,1,16,6,2,3,0,0,2,10,10,14
11061001201,787,498,128,14,77,53,70,98,6,362,25,404,119,221
11061001301,205,130,40,20,57,29,34,23,3,6,22,82,49,69
11061001302,139,74,43,12,51,25,16,11,0,5,11,47,47,66
11061001303,180,101,49,18,66,32,13,15,3,2,17,59,56,79
11061001401,659,329,266,31,187,63,101,92,8,111,20,257,278,334
11061001501,25,15,10,0,8,2,2,5,1,6,0,9,13,16
11061001502,22,8,8,3,5,5,4,3,0,2,2,6,8,9
11061001503,19,15,1,0,1,5,3,3,0,5,2,8,3,7
11061001504,129,12,117,29,69,2,3,7,0,12,0,2,113,127
11061001505,20,11,5,1,10,4,1,2,0,0,1,2,5,13
11061001506,194,114,24,23,65,33,26,6,1,1,13,61,36,73
11061001507,423,278,52,7,121,61,88,68,4,27,22,214,68,117
11061001601,125,72,28,7,40,22,19,13,1,5,10,46,32,47
11061001602,182,113,28,16,56,32,23,14,1,8,20,67,37,65
11061001603,186,116,28,10,64,27,37,15,0,0,17,64,40,66
11061001701,45,23,12,0,9,4,3,10,0,10,1,16,12,20
11061001702,102,59,23,0,12,7,16,23,1,29,4,43,20,37
11061001703,53,30,17,0,5,6,7,12,0,19,2,28,15,18
11061001704,253,140,84,6,68,13,33,55,3,47,8,100,87,119
11061001705,24,11,6,0,1,2,4,3,0,7,0,8,7,9
11061001801,117,68,32,1,28,11,20,27,2,15,8,44,39,52
11061001802,154,73,68,3,38,13,34,24,2,32,11,58,63,74
11061001803,110,55,46,4,34,6,11,22,0,19,3,44,49,55
11061001901,386,232,99,12,96,41,53,76,1,72,18,170,112,157
11061001902,151,86,44,5,30,13,23,32,0,32,4,71,43,60
11061002001,94,60,19,3,25,14,16,15,1,13,6,41,22,35
11061002002,43,22,14,0,4,3,6,11,0,15,3,17,14,17
11061002003,53,34,5,0,1,3,7,11,0,21,1,26,8,14
11061002004,59,35,16,0,4,2,9,8,1,30,1,25,16,27
11061002005,26,18,3,0,2,1,1,4,0,14,0,17,4,4
11061002006,131,80,10,0,9,6,21,29,2,38,4,61,13,33
11061002007,8,4,3,0,0,1,0,2,0,5,0,2,4,5
11061002101,73,40,20,1,15,7,8,19,0,16,3,27,21,33
11061002102,242,145,48,6,40,26,35,28,1,78,7,106,53,87
11061002103,117,74,27,4,19,6,15,29,4,22,3,59,29,42
11061002201,465,248,171,13,107,46,80,67,4,118,27,185,177,218
11061002301,243,133,70,3,38,17,34,39,2,84,6,103,77,98
11061002302,145,80,45,2,29,8,25,29,1,35,7,69,39,55
11061002303,98,47,29,4,16,10,9,14,1,30,3,40,30,38
11061002401,56,19,20,0,7,6,9,10,0,16,0,17,19,31
11061002402,40,36,2,0,9,9,4,13,0,3,5,29,3,4
11061002403,427,184,155,8,91,41,62,59,3,110,13,133,154,219
11061002501,86,39,35,0,19,4,10,19,1,23,3,32,28,43
11061002502,344,198,97,18,75,28,52,66,6,58,18,138,103,146
11061002601,439,224,148,7,62,38,50,82,5,167,11,162,137,226
11061002602,11,4,7,0,9,0,2,0,0,0,1,4,6,6
11061002701,479,252,151,8,106,42,70,89,6,113,17,180,153,220
11061002801,217,135,45,7,54,16,32,38,3,40,9,105,51,75
11061002802,253,145,77,6,55,17,50,40,3,54,11,113,78,102
11061002901,209,143,40,3,29,14,27,36,2,73,13,110,45,62
11061002902,29,17,6,1,5,4,6,5,0,3,2,13,8,10
11061002903,29,18,9,2,6,5,7,3,0,0,3,13,9,12
11061002904,16,11,2,1,5,1,0,4,0,3,2,7,2,5
11061002905,16,11,1,0,7,2,5,0,0,0,2,9,1,3
11061002906,150,95,21,4,48,34,21,9,2,3,16,55,27,51
11061002907,178,127,21,9,50,25,30,34,1,12,9,88,31,55
11061003001,433,271,107,5,84,34,60,75,6,136,24,193,118,173
11061003101,9,6,1,0,0,2,2,1,1,0,1,4,2,2
11061003102,16,9,6,1,4,2,2,4,0,2,0,7,5,9
11061003103,109,73,19,1,25,8,11,20,2,32,5,46,31,46
11061003104,99,54,17,9,39,9,16,6,1,1,13,22,23,43
11061003105,78,36,19,2,27,9,19,5,0,3,5,20,21,36
11061003106,40,26,7,0,14,4,12,5,1,3,4,16,10,17
11061003107,46,27,14,3,13,6,9,6,0,5,1,19,12,22
11061003108,10,9,1,2,4,1,0,2,0,1,0,6,2,4
11061003109,20,12,6,0,5,5,3,3,0,0,0,10,7,8
11061003110,9,4,3,1,2,1,1,2,0,0,0,4,3,3
11061003111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061003112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061003113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061003114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061003201,134,106,16,4,40,21,26,19,0,9,15,68,19,41
11061003202,231,138,33,19,71,40,44,14,1,1,16,88,42,82
11061003203,158,94,44,11,64,19,25,17,1,3,9,67,53,68
11061003204,72,45,20,3,34,7,15,5,0,2,4,28,24,33
11061100101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061100102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061100103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061100104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061100105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061100107,158,92,46,17,57,20,30,14,0,2,18,44,47,81
11061100108,199,96,54,13,69,32,30,16,1,1,12,56,65,92
11061100109,192,111,50,22,62,31,32,22,0,4,15,60,62,97
11061100201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061100202,4,2,2,1,3,0,0,0,0,0,0,2,2,2
11061100203,91,54,27,5,34,13,22,5,0,4,5,23,41,57
11061100204,87,43,18,7,28,13,20,5,0,2,5,27,21,33
11061100205,356,223,82,29,138,54,55,31,1,3,28,122,114,164
11061100206,165,90,45,16,65,22,29,10,1,3,10,56,57,76
11061100301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061100302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061100303,212,134,43,7,65,20,37,28,2,16,15,84,50,84
11061100304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061100305,62,39,0,0,3,5,2,5,1,28,2,36,0,3
11061100306,130,101,1,0,1,2,7,22,3,71,4,89,2,10
11061100307,84,55,0,0,4,2,5,7,1,46,0,45,5,12
11061100308,212,166,6,0,2,4,7,27,0,137,3,149,10,21
11061100309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061100310,257,168,35,12,88,36,51,24,2,11,26,103,44,84
11061100401,197,97,54,26,77,29,23,6,1,3,21,44,62,95
11061100402,191,111,39,15,62,32,36,17,0,3,14,65,43,80
11061100403,44,21,18,5,19,6,3,4,0,4,1,15,20,24
11061100404,42,19,16,3,20,5,7,1,0,1,1,12,19,22
11061100405,37,17,13,3,10,8,9,2,0,1,1,16,12,15
11061100406,23,9,13,1,13,3,4,0,0,1,0,6,13,16
11061100501,175,100,41,15,55,31,33,13,1,1,13,57,46,82
11061100502,51,29,14,3,20,6,7,7,1,1,2,17,18,25
11061100503,36,20,11,3,12,5,6,5,0,1,0,14,13,21
11061100504,373,199,78,44,117,56,55,23,2,5,29,108,89,167
11061100505,77,42,21,5,33,12,11,3,0,1,5,30,21,33
11061100601,211,119,34,19,64,32,37,17,2,5,16,63,49,86
11061100602,372,220,65,25,125,58,69,36,2,5,24,139,80,146
11061100603,5,2,0,0,2,1,0,0,0,0,1,0,0,1
11061100604,83,50,16,8,32,13,15,2,1,2,8,26,18,34
11061100605,103,66,16,10,36,10,22,8,2,2,8,42,20,37
11061100606,114,64,15,17,22,22,20,5,2,0,7,32,21,50
11061100701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061100702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061100703,177,112,23,16,60,33,26,10,0,3,23,49,32,66
11061100704,536,318,74,40,173,91,92,32,2,0,52,168,86,207
11061100801,33,21,3,3,5,5,6,9,0,3,4,14,2,8
11061100901,720,426,148,61,257,108,105,60,1,13,61,264,181,280
11061101001,473,310,51,6,46,23,50,78,4,203,18,250,51,116
11061101002,186,128,13,0,6,4,14,22,2,104,3,110,16,30
11061101101,518,304,85,40,164,104,83,42,3,5,37,186,101,192
11061101102,81,48,19,7,33,6,20,7,0,0,9,27,23,35
11061101103,104,58,8,9,28,19,21,2,1,0,10,26,12,37
11061101104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061101105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061101201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061101202,504,353,21,1,19,25,27,83,6,261,18,287,33,90
11061101203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061101204,8,4,2,0,0,1,0,3,0,4,0,3,1,4
11061101205,73,6,67,2,31,11,12,10,0,5,0,0,68,73
11061101301,314,194,41,23,96,60,53,16,2,10,26,97,61,129
11061101302,207,131,24,15,67,35,37,11,1,0,27,59,28,77
11061101303,355,207,43,39,105,63,48,16,1,4,35,89,55,145
11061101401,639,456,42,34,107,72,88,56,8,176,50,330,45,141
11061101501,49,22,24,2,26,9,2,3,0,2,1,15,29,30
11061101502,288,184,6,1,14,18,18,43,2,130,10,164,7,25
11061101503,12,6,4,0,3,2,2,2,0,2,1,4,4,6
11061101504,71,24,44,1,23,4,8,15,1,12,1,19,45,48
11061101601,47,4,1,7,7,15,9,1,0,0,1,1,1,33
11061101602,224,133,41,1,19,12,20,29,1,116,1,120,43,65
11061101603,265,171,20,0,10,9,16,38,2,145,10,135,19,56
11061101604,190,135,18,1,10,7,20,25,5,99,0,117,17,43
11061101605,65,49,4,0,2,6,8,9,1,35,0,39,5,19
11061101701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061101702,450,358,21,0,14,16,38,68,2,261,20,303,28,59
11061101801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061101802,497,336,40,2,28,30,50,78,2,245,6,259,58,135
11061101901,183,123,19,1,6,8,26,22,1,103,1,97,24,61
11061101902,192,118,8,0,6,12,18,23,1,90,5,95,9,35
11061101903,586,370,46,0,35,27,62,70,3,296,10,310,48,131
11061102001,397,254,18,1,25,32,37,43,4,199,10,204,19,80
11061102002,495,301,35,2,41,35,38,59,5,232,13,241,39,109
11061102101,32,18,11,1,5,3,4,7,1,9,2,11,12,16
11061102102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061102103,583,339,196,11,200,60,92,94,2,89,24,228,230,290
11061102201,130,12,116,27,80,7,2,4,0,3,1,8,121,121
11061102202,45,25,14,1,15,4,4,10,0,7,1,18,18,21
11061102203,105,58,33,3,17,5,18,21,0,35,2,42,34,55
11061102204,428,287,59,1,38,25,39,69,5,199,9,230,81,126
11061102301,387,263,37,1,24,21,33,61,2,203,10,197,51,110
11061102302,547,348,31,1,25,41,53,76,2,293,14,282,34,137
11061102401,672,424,112,75,50,44,59,104,3,282,9,283,107,290
11061102501,454,279,37,3,29,26,26,55,2,229,4,238,37,94
11061102502,333,199,21,0,13,25,23,41,3,173,6,162,23,75
11061102601,145,107,16,1,8,5,15,23,3,82,2,82,23,46
11061102602,361,254,30,0,21,27,30,61,8,183,12,201,40,89
11061102603,76,49,8,0,5,4,8,15,0,37,3,39,9,20
11061102604,63,23,37,0,6,5,14,15,0,20,2,17,38,42
11061102701,402,281,14,0,22,13,34,73,2,192,5,247,20,58
11061102702,201,147,24,3,20,18,27,34,3,76,8,104,36,63
11061102703,228,168,27,0,22,13,28,36,7,106,7,123,43,71
11061102801,2,0,2,0,2,0,0,0,0,0,0,0,2,2
11061102802,26,11,15,1,8,5,5,2,0,3,1,6,18,19
11061102803,13,6,4,0,7,3,0,1,0,2,0,6,4,4
11061102804,17,8,6,0,2,3,4,2,0,1,1,5,5,8
11061102805,12,5,7,1,6,0,1,0,0,4,0,5,7,7
11061102806,17,7,8,1,7,1,2,1,0,4,1,6,8,8
11061102807,17,12,3,0,3,2,0,5,0,5,3,7,3,5
11061102808,34,19,7,1,6,4,7,6,0,2,3,14,5,10
11061102809,17,9,7,0,7,1,1,2,1,3,2,5,7,9
11061102810,24,19,2,1,2,0,1,9,0,8,0,16,2,5
11061102811,4,3,0,0,0,0,2,0,1,0,0,2,0,1
11061102812,147,102,20,1,7,7,14,36,5,64,4,77,22,49
11061102901,275,200,7,1,14,16,35,47,2,114,7,166,15,46
11061102902,311,219,8,0,20,9,15,42,3,162,6,190,15,34
11061102903,123,87,11,0,9,6,11,25,0,62,3,65,15,37
11061102904,13,11,2,1,3,4,3,2,0,0,6,1,3,6
11061102905,151,66,67,5,71,15,21,13,0,12,8,41,69,87
11061103001,305,129,143,4,42,25,43,59,0,101,6,89,152,181
11061103002,137,74,44,3,26,10,15,23,0,48,2,56,52,61
11061103003,97,51,33,0,8,15,14,13,0,39,5,37,36,46
11061103101,34,1,33,0,3,0,7,8,0,15,0,0,33,34
11061103102,313,217,48,0,25,12,35,58,3,155,8,165,51,102
11061103103,229,158,54,0,30,9,39,58,1,85,7,107,74,104
11061103201,308,212,54,1,21,9,34,52,2,178,13,155,64,119
11061103202,226,144,53,1,14,8,24,33,0,127,11,102,65,92
11061103301,443,262,23,1,24,31,37,42,8,215,5,228,23,94
11061103302,255,178,6,1,9,8,15,32,4,139,4,147,10,45
11061103303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061103401,284,193,54,1,20,15,31,43,2,152,12,142,64,102
11061103402,75,52,11,2,4,2,6,15,2,37,2,35,13,30
11061103403,2,0,2,0,0,0,1,1,0,0,0,0,2,2
11061103404,273,191,54,0,37,14,27,59,4,117,9,137,72,102
11061103501,548,363,100,1,69,27,85,119,7,190,20,257,142,212
11061103502,110,67,29,0,11,4,23,12,0,52,4,50,32,43
11061200101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061200102,70,38,24,3,26,6,7,13,1,9,4,26,26,33
11061200103,70,41,19,0,17,7,12,10,1,13,3,28,24,31
11061200104,66,40,20,3,27,12,9,4,0,8,5,24,23,35
11061200105,58,34,20,2,19,5,8,6,1,10,8,18,23,29
11061200106,30,20,7,1,11,3,7,3,0,3,4,10,11,15
11061200107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061200108,48,31,10,2,19,4,9,9,0,1,3,18,13,22
11061200109,13,9,2,1,2,3,2,2,0,1,3,4,3,4
11061300101,40,27,0,2,5,3,9,1,0,2,3,13,2,13
11061300102,69,36,9,3,12,11,18,8,0,1,4,27,8,22
11061300103,6,3,0,0,2,3,0,0,0,0,0,2,0,1
11061300104,230,140,24,6,66,26,46,31,2,14,12,103,24,62
11061300105,221,142,16,6,57,35,54,23,1,6,16,89,18,65
11061300106,104,68,13,2,31,12,28,13,0,3,12,39,17,38
11061300107,18,10,3,0,6,2,3,2,0,2,2,3,2,10
11061300108,74,36,11,3,12,18,13,8,1,2,8,26,10,18
11061300109,121,82,18,5,35,12,19,15,0,12,18,48,23,37
11061300201,2,1,1,0,2,0,0,0,0,0,0,1,1,1
11061300202,217,123,61,8,73,27,27,24,1,10,16,70,74,106
11061300203,197,108,53,11,68,27,37,20,2,7,10,70,58,87
11061300204,192,119,27,9,54,37,40,24,0,4,18,72,28,65
11061300301,173,83,47,13,48,18,29,8,2,6,10,44,48,82
11061300302,329,203,53,21,92,59,58,25,1,8,13,124,57,140
11061300303,93,66,5,2,16,22,18,20,2,2,4,46,7,24
11061300304,127,69,32,3,29,15,22,15,2,8,8,48,34,49
11061300305,88,46,17,5,21,12,12,10,1,0,8,28,16,27
11061300401,155,102,20,11,42,29,30,16,1,2,6,69,20,57
11061300402,99,62,19,5,26,22,17,7,1,4,8,35,18,43
11061300403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061300404,328,190,67,18,141,52,37,21,0,5,14,127,89,133
11061300501,14,7,2,0,0,1,2,5,0,6,0,6,2,7
11061300502,171,100,37,23,57,35,27,9,0,4,7,52,39,94
11061300503,6,3,3,1,4,0,1,0,0,0,2,0,3,4
11061300504,37,19,12,6,9,4,7,5,0,3,1,10,14,23
11061300505,50,21,26,5,22,5,6,4,0,4,0,16,24,31
11061300506,32,15,12,2,12,4,4,3,0,1,0,8,13,20
11061300507,13,4,9,0,7,2,3,0,0,1,0,1,9,12
11061300601,69,40,17,4,28,11,9,5,0,2,7,25,20,27
11061300602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061300603,49,26,11,1,18,8,7,5,0,1,2,11,12,25
11061300604,71,44,16,3,23,9,15,9,0,3,5,28,16,28
11061300605,15,5,9,2,5,3,2,1,0,0,1,2,11,12
11061300606,181,100,50,6,51,20,44,25,2,13,7,74,51,75
11061300607,33,16,13,6,10,4,7,2,0,3,2,12,13,17
11061300608,20,12,4,2,3,10,3,0,0,0,3,6,6,7
11061300701,67,42,18,2,29,8,5,9,0,5,1,32,20,27
11061300702,147,92,32,5,54,19,33,21,1,3,4,70,36,58
11061300703,520,283,64,35,156,73,84,31,2,10,37,134,75,193
11061300704,19,9,8,3,7,1,1,2,0,0,0,4,7,12
11061300801,52,35,6,4,12,8,10,7,0,2,11,17,8,14
11061300802,681,401,101,54,220,134,112,44,2,9,67,235,110,238
11061300901,287,158,47,34,84,52,40,20,3,5,39,72,52,113
11061300902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061300903,513,330,14,0,16,9,21,50,8,265,12,302,17,36
11061301001,12,8,4,0,4,3,0,1,0,2,0,6,4,6
11061301002,199,107,36,20,79,28,21,10,1,0,20,32,44,97
11061301003,262,142,14,30,79,44,33,11,0,1,29,73,16,74
11061301004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061301005,387,232,58,27,119,62,76,24,1,8,50,128,64,130
11061301006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061301101,161,84,26,20,38,16,31,14,0,1,11,48,36,62
11061301102,622,472,18,1,19,11,36,91,13,340,10,420,26,63
11061301201,173,104,16,11,65,23,24,7,1,0,22,59,21,50
11061301202,389,223,45,24,123,69,66,25,2,3,28,126,59,139
11061301203,365,234,29,34,76,55,43,27,7,44,19,152,38,111
11061301301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061301302,775,451,104,63,255,158,107,37,2,6,93,244,128,279
11061301401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061301402,660,487,9,0,16,15,24,68,10,398,17,447,14,41
11061400101,79,49,17,1,11,4,7,14,1,26,4,31,19,33
11061400102,65,38,19,2,10,8,7,10,1,24,4,22,20,31
11061400103,110,76,21,0,11,8,13,18,2,46,4,55,23,41
11061400201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061400202,34,25,8,0,2,0,2,13,0,16,1,17,9,15
11061400203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061400204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061400205,128,75,47,0,14,6,10,28,0,64,6,59,39,59
11061400301,44,28,11,0,7,3,4,8,3,16,1,22,12,19
11061400302,168,113,43,5,23,12,13,39,0,62,11,91,39,53
11061400303,40,24,9,0,4,2,7,7,0,15,1,27,6,8
11061400401,123,80,24,2,19,9,16,26,2,38,8,64,19,35
11061400402,230,140,57,3,30,15,30,41,4,80,8,101,65,91
11061400501,223,143,31,6,27,13,22,37,3,85,8,112,29,61
11061400502,134,79,47,1,23,5,16,23,0,57,3,73,42,50
11061400601,83,42,21,1,20,4,18,7,0,22,1,31,24,39
11061400602,218,134,50,7,31,16,23,34,1,82,10,98,56,83
11061400701,174,102,39,3,30,15,17,26,1,58,6,82,43,55
11061400702,183,124,35,3,20,17,20,44,2,65,6,98,34,62
11061400801,65,39,13,1,12,5,5,14,4,19,2,27,18,27
11061400802,15,9,5,0,3,0,1,3,0,6,1,9,4,4
11061400803,6,4,2,0,0,2,0,1,0,3,0,5,1,1
11061400804,10,4,4,0,1,1,3,3,0,1,1,2,4,6
11061400901,401,247,103,10,68,33,53,64,3,141,17,194,100,155
11061400902,93,60,21,3,27,8,7,15,0,22,5,43,26,33
11061401001,289,164,101,3,64,24,37,42,3,97,10,128,103,131
11061401002,72,44,17,1,19,3,9,16,0,15,5,26,19,32
11061401003,103,65,28,5,20,9,11,17,3,27,7,51,27,37
11061401101,14,10,2,1,2,0,3,1,0,7,2,7,2,4
11061401102,13,8,4,0,1,0,2,1,0,7,2,6,4,4
11061401103,52,27,15,0,4,6,6,7,1,22,0,26,11,16
11061401104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061401105,12,7,5,0,3,0,1,3,0,5,0,8,3,4
11061401106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061401107,39,25,5,0,0,1,7,6,0,20,1,20,3,12
11061401201,42,24,12,1,15,3,7,7,0,7,3,20,11,15
11061401202,74,46,19,2,13,7,10,9,0,25,2,35,18,30
11061401203,154,85,56,3,48,13,26,24,4,21,6,65,48,69
11061401204,53,31,18,3,17,5,6,8,0,9,5,21,17,24
11061401205,4,1,3,1,0,1,0,0,0,0,0,1,2,3
11061401301,38,23,9,1,6,4,7,5,1,9,0,22,8,11
11061401302,45,24,9,0,3,0,3,9,1,21,1,19,8,15
11061401303,1,1,0,0,1,0,0,0,0,0,0,0,0,1
11061401304,58,35,13,2,9,6,8,11,1,15,3,23,13,25
11061500101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061500102,33,20,4,1,1,0,1,9,1,13,2,16,4,8
11061500103,37,10,4,0,5,9,13,3,1,3,0,8,4,17
11061500104,3,3,0,0,0,0,2,0,1,0,0,1,0,2
11061500105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061500106,89,55,22,2,26,7,15,14,1,17,2,47,24,33
11061500107,112,69,30,2,31,12,11,16,1,29,5,51,32,47
11061500108,3,2,0,0,2,0,0,0,1,0,1,1,0,0
11061500201,41,24,13,4,15,3,3,8,0,6,4,18,13,14
11061500202,16,12,2,0,3,4,1,6,0,1,0,10,2,5
11061500203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061500204,62,35,22,4,17,8,12,4,1,5,4,22,24,33
11061500205,48,32,12,0,16,1,9,9,0,5,1,27,14,18
11061500206,6,3,3,0,3,0,0,0,0,3,0,3,3,3
11061500207,30,14,13,1,8,3,2,5,0,1,0,11,13,16
11061500208,67,36,26,3,31,5,9,9,0,7,2,27,28,34
11061500301,14,8,5,1,5,0,1,2,0,4,1,5,5,7
11061500302,83,44,24,7,15,6,16,15,2,11,6,26,23,38
11061500303,11,6,3,0,2,1,2,1,1,3,1,5,2,5
11061500304,6,4,2,1,3,0,0,0,0,2,0,4,1,2
11061500305,37,21,14,2,12,2,9,9,0,2,3,20,11,12
11061500306,45,25,11,0,11,4,7,9,2,7,4,19,11,15
11061500307,45,31,13,4,9,4,8,9,0,9,4,18,10,20
11061500308,30,14,14,1,13,3,2,3,1,3,0,12,15,17
11061500309,28,8,19,4,13,0,3,2,0,2,0,5,21,22
11061500401,55,26,20,3,14,5,7,5,1,15,5,16,20,27
11061500402,50,41,6,3,8,0,2,4,0,30,0,37,6,10
11061500403,26,14,10,0,3,0,1,3,1,17,2,12,9,11
11061500404,6,4,2,0,2,0,0,0,0,4,0,4,2,2
11061500405,72,42,12,0,5,2,7,8,0,35,2,32,9,21
11061500501,66,47,9,1,13,8,3,13,1,19,3,34,12,19
11061500502,75,52,17,2,36,8,6,4,1,14,2,33,23,34
11061500503,94,60,29,3,27,10,13,17,0,20,1,43,30,47
11061500504,87,56,18,2,20,6,15,17,1,19,10,41,17,27
11061500505,20,12,5,0,3,5,3,2,0,2,3,10,3,4
11061500506,36,31,0,0,0,2,3,5,0,22,2,25,0,3
11061500507,31,24,7,1,4,4,5,7,1,8,4,16,9,11
11061500601,38,15,17,2,15,2,4,4,0,5,1,11,19,21
11061500602,53,36,14,0,23,4,4,10,0,9,3,24,15,23
11061500603,40,21,18,1,19,5,3,4,1,6,2,17,18,21
11061500604,18,13,3,0,7,2,2,1,0,5,0,12,3,4
11061500605,63,43,17,5,21,5,8,6,0,16,5,28,16,29
11061500606,66,36,23,4,24,4,8,10,2,8,0,26,29,35
11061500607,17,9,4,0,4,1,1,5,0,4,0,8,2,5
11061500701,70,45,17,6,17,8,12,9,0,14,0,33,20,31
